CASRN,Substance name,HSNO code,HSNO classification text,GHS translation
13371-17-0,Butyltriphenylphosphonium chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13371-17-0,Butyltriphenylphosphonium chloride,9.3C,Harmful to terrestrial vertebrates,
1338-02-9,"Naphthenic acids, copper salts",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
1338-02-9,"Naphthenic acids, copper salts",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
1338-02-9,"Naphthenic acids, copper salts",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1338-02-9,"Naphthenic acids, copper salts",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
1338-02-9,"Naphthenic acids, copper salts",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
1338-02-9,"Naphthenic acids, copper salts",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
1338-02-9,"Naphthenic acids, copper salts",9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
1338-02-9,"Naphthenic acids, copper salts",9.2C,Harmful in the soil environment,
1338-02-9,"Naphthenic acids, copper salts",9.3C,Harmful to terrestrial vertebrates,
1338-24-5,Napthenic acid,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
1338-24-5,Napthenic acid,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
1338-24-5,Napthenic acid,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1338-24-5,Napthenic acid,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
133855-98-8,Epoxiconazole,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
133855-98-8,Epoxiconazole,6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
133855-98-8,Epoxiconazole,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
133855-98-8,Epoxiconazole,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
133855-98-8,Epoxiconazole,9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
133855-98-8,Epoxiconazole,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
133855-98-8,Epoxiconazole,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
13395-16-9,Copper (II) acetylacetonate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
13395-16-9,Copper (II) acetylacetonate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
134-20-3,"Benzoic acid, 2-amino-, methyl ester",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
134-20-3,"Benzoic acid, 2-amino-, methyl ester",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
134-20-3,"Benzoic acid, 2-amino-, methyl ester",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
134-20-3,"Benzoic acid, 2-amino-, methyl ester",9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
134-31-6,8-Hydroxyquinoline sulphate,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
134-31-6,8-Hydroxyquinoline sulphate,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
134-31-6,8-Hydroxyquinoline sulphate,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
134-31-6,8-Hydroxyquinoline sulphate,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
134-31-6,8-Hydroxyquinoline sulphate,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
134-31-6,8-Hydroxyquinoline sulphate,9.3B,Ecotoxic to terrestrial vertebrates,
134-32-7,1-Naphthalenamine,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
134-32-7,1-Naphthalenamine,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
134-32-7,1-Naphthalenamine,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
134-32-7,1-Naphthalenamine,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
134-32-7,1-Naphthalenamine,9.3C,Harmful to terrestrial vertebrates,
134-62-3,Diethyl toluamide,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
134-62-3,Diethyl toluamide,6.1E (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 5
134-62-3,Diethyl toluamide,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
134-62-3,Diethyl toluamide,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
134-62-3,Diethyl toluamide,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
134-62-3,Diethyl toluamide,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
134-62-3,Diethyl toluamide,9.3C,Harmful to terrestrial vertebrates,
134-81-6,Benzil,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
134-81-6,Benzil,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
134-83-8,4-Chlorobenzhydryl chloride,6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5
134-83-8,4-Chlorobenzhydryl chloride,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
13400-13-0,Cesium fluoride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
13400-13-0,Cesium fluoride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
1341-49-7,Ammonium fluoride,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
1341-49-7,Ammonium fluoride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
1341-49-7,Ammonium fluoride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
1341-49-7,Ammonium fluoride,9.3B,Ecotoxic to terrestrial vertebrates,
13410-01-0,Sodium selenate,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
13410-01-0,Sodium selenate,6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2
13410-01-0,Sodium selenate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
13410-01-0,Sodium selenate,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
13410-01-0,Sodium selenate,6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
13410-01-0,Sodium selenate,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
13410-01-0,Sodium selenate,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
13410-01-0,Sodium selenate,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
13410-01-0,Sodium selenate,9.2A,Very ecotoxic in the soil environment,
13410-01-0,Sodium selenate,9.3A,Very ecotoxic to terrestrial vertebrates,
13435-46-6,"2,5-Cyclohexadiene-1,4-dione, 2,5-dichloro-3,6-dihydroxy-, barium salt (1:1)",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
13435-46-6,"2,5-Cyclohexadiene-1,4-dione, 2,5-dichloro-3,6-dihydroxy-, barium salt (1:1)",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13435-46-6,"2,5-Cyclohexadiene-1,4-dione, 2,5-dichloro-3,6-dihydroxy-, barium salt (1:1)",9.3B,Ecotoxic to terrestrial vertebrates,
1344-09-8,Sodium silicate with a molar ratio SiO2:Na2O = 1.6,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
1344-09-8,Sodium silicate with a molar ratio SiO2:Na2O = 1.6,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
1344-09-8,Sodium silicate with a molar ratio SiO2:Na2O = 1.6,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
1344-09-8,Sodium silicate with a molar ratio SiO2:Na2O = 1.6,9.3C,Harmful to terrestrial vertebrates,
1344-37-2,Chromium orange,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
1344-37-2,Chromium orange,6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
1344-37-2,Chromium orange,6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1
1344-37-2,Chromium orange,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
1344-37-2,Chromium orange,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
1344-43-0,Manganese (II) oxide,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
1344-43-0,Manganese (II) oxide,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1344-43-0,Manganese (II) oxide,6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
1344-43-0,Manganese (II) oxide,9.3C,Harmful to terrestrial vertebrates,
1344-48-5,Mercury sulphide,6.1A (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 1
1344-48-5,Mercury sulphide,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
1344-48-5,Mercury sulphide,6.1A (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 1
1344-48-5,Mercury sulphide,6.9A (dermal),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
1344-48-5,Mercury sulphide,6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
1344-48-5,Mercury sulphide,6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
1344-48-5,Mercury sulphide,9.3A,Very ecotoxic to terrestrial vertebrates,
13444-71-8,Orthoperiodic acid,5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
13444-71-8,Orthoperiodic acid,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
13444-71-8,Orthoperiodic acid,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
13446-18-9,"Magnesium nitrate, hexahydrate",5.1.1C,Oxidising substances that are liquids or solids: low hazard,GHS: Oxidizing liquids/solids - Category 3
13446-34-9,"Manganese (II) chloride, tetrahydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13446-34-9,"Manganese (II) chloride, tetrahydrate",9.3C,Harmful to terrestrial vertebrates,
13446-49-6,"Molybdate, dipotassium",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
1345-04-6,Antimony sulfide,6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5
1345-04-6,Antimony sulfide,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1345-04-6,Antimony sulfide,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
1345-04-6,Antimony sulfide,6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
1345-04-6,Antimony sulfide,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
1345-04-6,Antimony sulfide,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
13450-90-3,Gallium (III) chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
13450-90-3,Gallium (III) chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
13453-32-2,Thallium chloride,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
13453-32-2,Thallium chloride,6.1A (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 1
13453-32-2,Thallium chloride,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
13453-32-2,Thallium chloride,9.3A,Very ecotoxic to terrestrial vertebrates,
13453-76-4,Lithium nitrate,5.1.1C,Oxidising substances that are liquids or solids: low hazard,GHS: Oxidizing liquids/solids - Category 3
13453-78-6,"Lithium perchlorate, trihydrate",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
13453-78-6,"Lithium perchlorate, trihydrate",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
13454-96-1,Platinum (IV) chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13454-96-1,Platinum (IV) chloride,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
13454-96-1,Platinum (IV) chloride,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
13454-96-1,Platinum (IV) chloride,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
13454-96-1,Platinum (IV) chloride,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
13454-96-1,Platinum (IV) chloride,9.3C,Harmful to terrestrial vertebrates,
13455-01-1,Phosphorus triiodide,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
13455-01-1,Phosphorus triiodide,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
13455-24-8,Potassium hydrogen diiodate,5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
13455-24-8,Potassium hydrogen diiodate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
13455-24-8,Potassium hydrogen diiodate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
13462-88-9,"Nickel (II) bromide, anhydrous",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
13462-88-9,"Nickel (II) bromide, anhydrous",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
13462-88-9,"Nickel (II) bromide, anhydrous",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
13462-88-9,"Nickel (II) bromide, anhydrous",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
13464-38-5,"Arsenic acid, trisodium salt",6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3
13464-38-5,"Arsenic acid, trisodium salt",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
13464-38-5,"Arsenic acid, trisodium salt",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
13464-38-5,"Arsenic acid, trisodium salt",9.3B,Ecotoxic to terrestrial vertebrates,
13464-82-9,Indium sulphate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13464-82-9,Indium sulphate,9.3C,Harmful to terrestrial vertebrates,
13465-31-1,Mercury (II) nitrate,6.1B (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 2
13465-31-1,Mercury (II) nitrate,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
13465-31-1,Mercury (II) nitrate,6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2
13465-31-1,Mercury (II) nitrate,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
13465-31-1,Mercury (II) nitrate,9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
13465-31-1,Mercury (II) nitrate,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
13465-31-1,Mercury (II) nitrate,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
13465-31-1,Mercury (II) nitrate,9.3A,Very ecotoxic to terrestrial vertebrates,
13465-95-7,"Perchloric acid, barium salt",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
13465-95-7,"Perchloric acid, barium salt",6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
13465-95-7,"Perchloric acid, barium salt",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
13465-95-7,"Perchloric acid, barium salt",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
13465-95-7,"Perchloric acid, barium salt",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
13465-95-7,"Perchloric acid, barium salt",6.8C,Produce toxic human reproductive or developmental effects on or via lactation,GHS: Reproductive toxicity - Effects on or via lactation
13465-95-7,"Perchloric acid, barium salt",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
13465-95-7,"Perchloric acid, barium salt",9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
13465-95-7,"Perchloric acid, barium salt",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
13465-95-7,"Perchloric acid, barium salt",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
13472-35-0,"Sodium phosphate, monobasic, dihydrate",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5
